Brand Name,Product Name,Category,Fragrance Type,Volume (ml),Price (INR),Long-lasting (hours),Alcohol-Free,Skin-Friendly,Anti-Perspirant,Customer Rating,Number of Reviews,Manufacturing Date,Expiry Date,Country of Origin,Packaging Type,Shelf Life (Months),Sales in Last Month (Units),Online Availability,Discount (%),Retailer Name
Nivea,Variant 4,Unisex,Floral,150,527,5,No,No,Yes,3.7,665,2031-01-20,2033-01-19,India,Stick,13,2926,Yes,49,Myntra
Envy Deo,Variant 33,Women,Spicy,150,592,11,Yes,No,No,4.2,4695,2031-01-21,2033-01-20,India,Spray,14,1477,No,45,Nykaa
Denver Deo for Men,Variant 15,Women,Woody,200,226,20,No,No,Yes,4.7,2029,2031-01-22,2033-01-21,India,Stick,36,6044,Yes,28,Nykaa
Envy Deo,Variant 23,Men,Spicy,150,603,9,Yes,No,Yes,3.1,3673,2031-01-23,2033-01-22,India,Spray,26,2282,Yes,3,Flipkart
Engage Deo,Variant 31,Men,Aquatic,150,313,8,No,No,Yes,4.5,637,2031-01-24,2033-01-23,India,Spray,24,2190,Yes,7,Myntra
Denver Deo for Men,Variant 35,Men,Woody,200,582,4,Yes,No,No,3.7,1855,2031-01-25,2033-01-24,India,Roll-on,18,2596,Yes,44,Local Store
Engage Deo,Variant 1,Women,Citrus,250,296,4,No,Yes,No,3.3,32,2031-01-26,2033-01-25,India,Roll-on,22,2607,Yes,27,Flipkart
Rexona Deodorant,Variant 8,Unisex,Spicy,100,397,9,Yes,Yes,Yes,4.3,4771,2031-01-27,2033-01-26,India,Spray,18,754,Yes,4,Flipkart
Nike Deodorant,Variant 21,Men,Fresh,100,275,15,Yes,No,Yes,3.6,11,2031-01-28,2033-01-27,India,Roll-on,34,5414,No,48,Myntra
Envy Deo,Variant 48,Unisex,Citrus,150,503,5,Yes,Yes,No,3.1,3129,2031-01-29,2033-01-28,India,Stick,18,9794,Yes,5,Nykaa
Engage Deo,Variant 45,Men,Citrus,150,280,21,Yes,No,No,4.6,1550,2031-01-30,2033-01-29,India,Roll-on,26,2693,No,16,Nykaa
Park Avenue Deodorant,Variant 8,Unisex,Oriental,250,482,12,Yes,Yes,No,2.8,4755,2031-01-31,2033-01-30,India,Roll-on,29,6920,No,13,Nykaa
Denver Deo for Men,Variant 38,Unisex,Spicy,150,690,11,Yes,Yes,No,3.7,4769,2031-02-01,2033-01-31,India,Stick,36,7772,No,31,Amazon
Nike Deodorant,Variant 2,Men,Fresh,200,407,14,No,No,Yes,4.9,228,2031-02-02,2033-02-01,India,Spray,30,600,Yes,42,Myntra
Engage Deo,Variant 35,Unisex,Fresh,150,297,12,Yes,No,No,4.9,1976,2031-02-03,2033-02-02,India,Roll-on,16,4642,No,42,Flipkart
Envy Deo,Variant 1,Women,Fresh,200,315,24,Yes,No,Yes,5.0,1246,2031-02-04,2033-02-03,India,Roll-on,15,4589,No,33,Myntra
Nivea,Variant 35,Men,Aquatic,100,237,8,No,Yes,Yes,3.6,1755,2031-02-05,2033-02-04,India,Stick,20,7797,No,41,Flipkart
Engage Deo,Variant 4,Men,Fresh,100,647,18,No,Yes,Yes,4.6,4112,2031-02-06,2033-02-05,India,Spray,30,6351,No,18,Local Store
Nivea,Variant 15,Unisex,Fruity,100,444,10,Yes,Yes,No,3.6,281,2031-02-07,2033-02-06,India,Spray,24,5566,Yes,34,Flipkart
Engage Deo,Variant 45,Unisex,Woody,150,504,6,No,No,No,4.2,4798,2031-02-08,2033-02-07,India,Roll-on,19,6881,Yes,5,Flipkart
Envy Deo,Variant 44,Women,Citrus,100,455,10,No,Yes,No,4.3,4967,2031-02-09,2033-02-08,India,Stick,31,1715,Yes,44,Nykaa
Envy Deo,Variant 41,Men,Aquatic,100,311,8,No,Yes,No,4.6,1865,2031-02-10,2033-02-09,India,Roll-on,20,9668,No,49,Local Store
Engage Deo,Variant 47,Unisex,Woody,100,662,18,Yes,Yes,No,4.0,1343,2031-02-11,2033-02-10,India,Roll-on,31,2323,No,8,Amazon
Park Avenue Deodorant,Variant 26,Unisex,Aquatic,250,313,22,No,No,Yes,4.6,4124,2031-02-12,2033-02-11,India,Stick,12,9256,No,48,Local Store
Envy Deo,Variant 42,Men,Fresh,100,649,16,Yes,No,Yes,2.5,4222,2031-02-13,2033-02-12,India,Roll-on,16,4769,No,7,Amazon
Fogg Deo,Variant 11,Women,Oriental,100,516,19,Yes,Yes,Yes,3.9,4118,2031-02-14,2033-02-13,India,Spray,20,5299,Yes,0,Nykaa
Engage Deo,Variant 30,Women,Spicy,150,191,22,No,No,No,3.9,2983,2031-02-15,2033-02-14,India,Stick,16,6394,Yes,44,Amazon
Fogg Deo,Variant 15,Women,Citrus,200,243,16,Yes,Yes,Yes,3.1,129,2031-02-16,2033-02-15,India,Roll-on,25,9185,No,40,Flipkart
Nike Deodorant,Variant 38,Women,Spicy,200,184,9,Yes,No,No,3.1,2796,2031-02-17,2033-02-16,India,Spray,17,6011,Yes,14,Nykaa
Denver Deo for Men,Variant 31,Women,Fruity,200,591,8,Yes,Yes,Yes,3.5,745,2031-02-18,2033-02-17,India,Spray,22,9108,No,23,Flipkart
Denver Deo for Men,Variant 13,Unisex,Woody,100,270,4,No,Yes,Yes,4.7,3810,2031-02-19,2033-02-18,India,Stick,23,4341,Yes,42,Nykaa
Park Avenue Deodorant,Variant 11,Unisex,Woody,150,593,16,No,Yes,Yes,2.8,2786,2031-02-20,2033-02-19,India,Roll-on,29,1345,Yes,24,Nykaa
Park Avenue Deodorant,Variant 30,Women,Citrus,250,496,13,No,No,Yes,4.4,544,2031-02-21,2033-02-20,India,Spray,17,3361,No,48,Myntra
Rexona Deodorant,Variant 50,Men,Woody,250,421,16,Yes,No,No,4.3,133,2031-02-22,2033-02-21,India,Stick,21,3270,No,3,Local Store
Nike Deodorant,Variant 8,Unisex,Oriental,250,668,7,Yes,Yes,No,4.6,4154,2031-02-23,2033-02-22,India,Stick,29,3478,Yes,14,Nykaa
Rexona Deodorant,Variant 5,Women,Woody,200,316,16,No,Yes,Yes,4.7,4553,2031-02-24,2033-02-23,India,Roll-on,20,8187,No,27,Amazon
Engage Deo,Variant 27,Women,Oriental,150,216,10,No,No,No,3.7,3910,2031-02-25,2033-02-24,India,Spray,28,1592,Yes,39,Amazon
Nike Deodorant,Variant 45,Unisex,Aquatic,200,528,22,Yes,No,No,3.4,1308,2031-02-26,2033-02-25,India,Roll-on,23,2143,Yes,44,Amazon
Fogg Deo,Variant 26,Men,Spicy,100,162,19,Yes,Yes,Yes,3.8,258,2031-02-27,2033-02-26,India,Spray,33,7540,No,47,Local Store
Engage Deo,Variant 22,Women,Fresh,100,367,19,No,No,No,3.0,2277,2031-02-28,2033-02-27,India,Roll-on,27,9853,No,17,Myntra
Denver Deo for Men,Variant 42,Unisex,Citrus,150,670,21,No,Yes,Yes,2.8,999,2031-03-01,2033-02-28,India,Spray,19,7595,Yes,3,Nykaa
Nike Deodorant,Variant 47,Men,Fruity,150,361,8,No,Yes,Yes,4.4,1325,2031-03-02,2033-03-01,India,Spray,16,4408,Yes,16,Local Store
Park Avenue Deodorant,Variant 46,Unisex,Fruity,150,693,14,Yes,No,Yes,2.9,1118,2031-03-03,2033-03-02,India,Spray,29,5972,No,37,Amazon
Fogg Deo,Variant 14,Men,Woody,100,487,22,No,Yes,Yes,2.6,859,2031-03-04,2033-03-03,India,Spray,26,931,Yes,22,Local Store
Engage Deo,Variant 46,Unisex,Oriental,100,688,7,Yes,No,No,4.2,4651,2031-03-05,2033-03-04,India,Spray,30,6964,Yes,28,Flipkart
Park Avenue Deodorant,Variant 47,Men,Aquatic,250,380,18,No,No,Yes,3.2,2668,2031-03-06,2033-03-05,India,Spray,17,6242,No,24,Amazon
Denver Deo for Men,Variant 48,Women,Fruity,250,489,15,Yes,Yes,No,3.5,3234,2031-03-07,2033-03-06,India,Roll-on,15,6370,No,49,Amazon
Denver Deo for Men,Variant 38,Women,Woody,100,271,24,No,No,Yes,3.9,1353,2031-03-08,2033-03-07,India,Roll-on,14,2655,No,1,Local Store
Denver Deo for Men,Variant 37,Unisex,Woody,200,464,12,No,Yes,No,3.6,4496,2031-03-09,2033-03-08,India,Stick,31,7572,Yes,42,Local Store
Park Avenue Deodorant,Variant 19,Men,Fresh,100,259,18,No,Yes,No,4.8,500,2031-03-10,2033-03-09,India,Stick,31,2236,Yes,16,Nykaa
Denver Deo for Men,Variant 32,Men,Aquatic,200,449,5,No,Yes,No,4.5,2691,2031-03-11,2033-03-10,India,Roll-on,31,4482,No,1,Nykaa
Nivea,Variant 32,Unisex,Aquatic,250,184,19,Yes,Yes,Yes,4.3,3268,2031-03-12,2033-03-11,India,Roll-on,19,2304,Yes,43,Flipkart
Park Avenue Deodorant,Variant 31,Unisex,Fruity,250,622,15,No,No,No,3.7,3121,2031-03-13,2033-03-12,India,Spray,28,4411,No,44,Myntra
Park Avenue Deodorant,Variant 15,Unisex,Oriental,200,221,21,Yes,No,Yes,4.0,2346,2031-03-14,2033-03-13,India,Spray,29,2146,Yes,36,Local Store
Nivea,Variant 10,Unisex,Aquatic,250,416,22,No,No,No,4.1,2206,2031-03-15,2033-03-14,India,Stick,18,6885,Yes,14,Nykaa
Engage Deo,Variant 14,Unisex,Fresh,250,541,19,Yes,No,No,4.2,2155,2031-03-16,2033-03-15,India,Roll-on,19,7071,Yes,27,Myntra
Denver Deo for Men,Variant 25,Men,Floral,200,581,9,No,Yes,Yes,2.8,1075,2031-03-17,2033-03-16,India,Spray,13,4577,No,48,Nykaa
Fogg Deo,Variant 30,Unisex,Citrus,200,319,22,Yes,No,No,5.0,4863,2031-03-18,2033-03-17,India,Stick,25,9752,No,6,Flipkart
Nivea,Variant 30,Men,Woody,150,682,21,No,Yes,No,3.3,4156,2031-03-19,2033-03-18,India,Roll-on,30,3663,Yes,40,Amazon
Park Avenue Deodorant,Variant 9,Men,Fruity,100,500,24,Yes,No,No,4.8,3430,2031-03-20,2033-03-19,India,Stick,17,9229,Yes,40,Myntra
Engage Deo,Variant 2,Unisex,Citrus,100,566,19,No,No,Yes,3.4,1971,2031-03-21,2033-03-20,India,Roll-on,28,6295,Yes,2,Local Store
Rexona Deodorant,Variant 41,Unisex,Citrus,100,530,12,No,Yes,Yes,4.5,4037,2031-03-22,2033-03-21,India,Roll-on,13,7715,No,38,Local Store
Nivea,Variant 2,Women,Floral,250,437,18,No,No,Yes,4.3,1851,2031-03-23,2033-03-22,India,Stick,35,9104,Yes,2,Flipkart
Nivea,Variant 29,Women,Aquatic,150,244,14,No,Yes,No,4.1,2199,2031-03-24,2033-03-23,India,Stick,17,5016,Yes,28,Amazon
Rexona Deodorant,Variant 43,Women,Aquatic,150,446,24,No,Yes,No,3.0,1503,2031-03-25,2033-03-24,India,Roll-on,17,2081,Yes,17,Flipkart
Fogg Deo,Variant 42,Women,Floral,150,586,24,Yes,No,Yes,2.9,2303,2031-03-26,2033-03-25,India,Roll-on,17,2428,Yes,30,Local Store
Fogg Deo,Variant 24,Women,Woody,200,408,22,No,No,Yes,4.6,4594,2031-03-27,2033-03-26,India,Stick,16,1055,Yes,11,Local Store
Engage Deo,Variant 36,Unisex,Fresh,250,413,22,Yes,Yes,Yes,3.7,4993,2031-03-28,2033-03-27,India,Roll-on,13,1348,Yes,33,Myntra
Fogg Deo,Variant 17,Unisex,Woody,200,679,7,Yes,Yes,Yes,3.2,2017,2031-03-29,2033-03-28,India,Stick,32,4849,Yes,48,Amazon
Nivea,Variant 48,Men,Floral,100,595,11,No,No,No,3.6,590,2031-03-30,2033-03-29,India,Roll-on,23,6744,No,25,Flipkart
Rexona Deodorant,Variant 20,Women,Citrus,100,439,7,Yes,No,No,3.0,3480,2031-03-31,2033-03-30,India,Spray,18,4083,No,16,Amazon
Nike Deodorant,Variant 23,Men,Oriental,100,279,13,No,Yes,No,2.6,2090,2031-04-01,2033-03-31,India,Stick,17,95,No,32,Nykaa
Envy Deo,Variant 42,Men,Fresh,200,289,12,Yes,Yes,No,3.0,3671,2031-04-02,2033-04-01,India,Spray,18,1388,Yes,29,Local Store
Fogg Deo,Variant 6,Men,Spicy,100,251,23,Yes,No,No,2.7,1242,2031-04-03,2033-04-02,India,Spray,20,7078,Yes,39,Myntra
Engage Deo,Variant 1,Women,Oriental,100,691,18,No,No,Yes,4.2,2306,2031-04-04,2033-04-03,India,Stick,14,353,Yes,7,Myntra
Rexona Deodorant,Variant 18,Women,Fruity,200,218,13,No,No,No,4.6,4735,2031-04-05,2033-04-04,India,Roll-on,31,7044,No,30,Nykaa
Engage Deo,Variant 4,Women,Spicy,150,307,19,No,No,No,4.6,728,2031-04-06,2033-04-05,India,Spray,26,7046,Yes,15,Nykaa
Denver Deo for Men,Variant 19,Unisex,Aquatic,200,581,4,Yes,Yes,Yes,3.4,3759,2031-04-07,2033-04-06,India,Stick,20,1435,No,33,Flipkart
Rexona Deodorant,Variant 27,Unisex,Woody,150,589,4,No,No,No,4.6,3562,2031-04-08,2033-04-07,India,Spray,20,9251,Yes,27,Nykaa
Rexona Deodorant,Variant 20,Women,Fresh,200,636,8,Yes,No,Yes,4.9,2551,2031-04-09,2033-04-08,India,Stick,27,6006,Yes,31,Myntra
Fogg Deo,Variant 45,Unisex,Floral,250,675,22,Yes,Yes,Yes,2.6,1946,2031-04-10,2033-04-09,India,Spray,21,9989,No,19,Local Store
Fogg Deo,Variant 28,Women,Oriental,200,372,19,No,No,No,3.9,4218,2031-04-11,2033-04-10,India,Stick,26,486,No,33,Flipkart
Park Avenue Deodorant,Variant 42,Unisex,Fruity,150,494,6,No,Yes,No,2.7,4409,2031-04-12,2033-04-11,India,Spray,16,4760,No,12,Flipkart
Nike Deodorant,Variant 27,Women,Citrus,200,506,6,Yes,No,No,3.7,226,2031-04-13,2033-04-12,India,Stick,26,1506,Yes,38,Flipkart
Rexona Deodorant,Variant 43,Unisex,Citrus,250,497,10,Yes,No,No,4.1,4379,2031-04-14,2033-04-13,India,Spray,28,8510,Yes,6,Flipkart
Envy Deo,Variant 43,Women,Oriental,200,459,9,Yes,Yes,Yes,2.7,1567,2031-04-15,2033-04-14,India,Spray,29,1848,Yes,16,Myntra
Nivea,Variant 36,Women,Fruity,250,673,23,No,No,No,2.9,636,2031-04-16,2033-04-15,India,Roll-on,16,7296,Yes,2,Nykaa
Park Avenue Deodorant,Variant 3,Women,Fruity,250,367,7,Yes,Yes,No,5.0,3934,2031-04-17,2033-04-16,India,Stick,27,3456,No,1,Flipkart
Envy Deo,Variant 3,Women,Spicy,100,500,18,No,Yes,Yes,3.0,1227,2031-04-18,2033-04-17,India,Stick,19,6886,No,7,Flipkart
Fogg Deo,Variant 21,Women,Fruity,250,606,8,No,No,No,4.1,3083,2031-04-19,2033-04-18,India,Spray,23,82,No,17,Flipkart
Engage Deo,Variant 21,Men,Woody,250,563,8,Yes,No,Yes,3.4,1735,2031-04-20,2033-04-19,India,Stick,34,8006,No,49,Flipkart
Envy Deo,Variant 27,Women,Spicy,200,418,14,Yes,No,Yes,3.3,3154,2031-04-21,2033-04-20,India,Spray,36,9670,Yes,29,Flipkart
Nivea,Variant 8,Women,Spicy,200,481,18,No,Yes,No,3.1,3708,2031-04-22,2033-04-21,India,Spray,34,8113,Yes,34,Flipkart
Nike Deodorant,Variant 29,Women,Aquatic,200,621,14,Yes,No,No,4.5,3686,2031-04-23,2033-04-22,India,Stick,29,9361,Yes,48,Local Store
Envy Deo,Variant 21,Unisex,Spicy,250,165,22,Yes,Yes,Yes,4.6,1416,2031-04-24,2033-04-23,India,Roll-on,36,2664,No,20,Flipkart
Envy Deo,Variant 45,Unisex,Woody,250,402,23,Yes,Yes,Yes,4.9,3187,2031-04-25,2033-04-24,India,Spray,14,4160,No,3,Myntra
Rexona Deodorant,Variant 29,Unisex,Spicy,100,618,5,Yes,Yes,Yes,2.9,2575,2031-04-26,2033-04-25,India,Stick,20,4470,No,3,Nykaa
Fogg Deo,Variant 33,Men,Floral,250,245,8,Yes,No,Yes,2.9,3577,2031-04-27,2033-04-26,India,Spray,22,3122,No,38,Amazon
Park Avenue Deodorant,Variant 50,Men,Spicy,150,343,22,No,Yes,Yes,3.7,1249,2031-04-28,2033-04-27,India,Roll-on,34,1443,No,8,Flipkart
Nivea,Variant 44,Women,Fruity,200,216,10,No,Yes,No,3.9,292,2031-04-29,2033-04-28,India,Spray,24,8754,No,24,Amazon
Park Avenue Deodorant,Variant 37,Men,Fresh,250,307,17,Yes,Yes,Yes,3.7,964,2031-04-30,2033-04-29,India,Stick,16,981,No,40,Local Store
Nike Deodorant,Variant 14,Men,Fruity,150,694,5,No,Yes,Yes,4.8,3176,2031-05-01,2033-04-30,India,Roll-on,15,5657,No,31,Nykaa
Fogg Deo,Variant 36,Unisex,Citrus,150,639,14,No,No,Yes,3.0,2920,2031-05-02,2033-05-01,India,Stick,30,9042,No,22,Myntra
Park Avenue Deodorant,Variant 19,Women,Citrus,100,585,19,Yes,No,No,4.4,4173,2031-05-03,2033-05-02,India,Stick,21,8810,No,37,Myntra
Nike Deodorant,Variant 23,Women,Citrus,100,582,23,No,No,Yes,3.4,1787,2031-05-04,2033-05-03,India,Roll-on,20,2255,Yes,46,Amazon
Nike Deodorant,Variant 21,Men,Fruity,250,451,4,Yes,No,No,2.8,4930,2031-05-05,2033-05-04,India,Stick,31,2919,Yes,15,Amazon
Denver Deo for Men,Variant 36,Women,Citrus,100,540,23,No,No,No,4.4,2560,2031-05-06,2033-05-05,India,Roll-on,34,3902,Yes,24,Local Store
Rexona Deodorant,Variant 2,Unisex,Fresh,100,537,21,No,No,Yes,2.7,576,2031-05-07,2033-05-06,India,Stick,12,516,Yes,31,Nykaa
Fogg Deo,Variant 23,Women,Woody,100,559,13,Yes,No,No,4.4,4347,2031-05-08,2033-05-07,India,Stick,27,9475,No,44,Nykaa
Fogg Deo,Variant 49,Unisex,Spicy,250,271,22,No,No,Yes,3.4,1479,2031-05-09,2033-05-08,India,Roll-on,34,8037,Yes,41,Flipkart
Denver Deo for Men,Variant 43,Men,Citrus,100,443,9,Yes,Yes,No,4.4,2747,2031-05-10,2033-05-09,India,Roll-on,32,4053,No,17,Amazon
Park Avenue Deodorant,Variant 11,Unisex,Floral,200,151,10,No,No,Yes,3.1,2351,2031-05-11,2033-05-10,India,Roll-on,36,8814,No,47,Nykaa
Envy Deo,Variant 39,Women,Floral,200,210,20,No,Yes,Yes,4.2,1355,2031-05-12,2033-05-11,India,Stick,21,3186,Yes,16,Amazon
Nivea,Variant 41,Women,Fruity,150,584,15,No,Yes,Yes,2.6,4854,2031-05-13,2033-05-12,India,Stick,23,3874,Yes,26,Flipkart
Rexona Deodorant,Variant 28,Women,Aquatic,200,454,13,Yes,Yes,Yes,4.7,1997,2031-05-14,2033-05-13,India,Roll-on,17,7761,No,3,Myntra
Engage Deo,Variant 36,Unisex,Fruity,200,297,4,No,Yes,Yes,3.8,3218,2031-05-15,2033-05-14,India,Roll-on,34,9692,Yes,21,Amazon
Park Avenue Deodorant,Variant 1,Men,Spicy,100,335,8,Yes,Yes,Yes,3.4,2052,2031-05-16,2033-05-15,India,Spray,31,3473,No,42,Local Store
Fogg Deo,Variant 39,Unisex,Fresh,150,360,7,Yes,No,No,2.6,1365,2031-05-17,2033-05-16,India,Stick,32,7400,No,22,Amazon
Park Avenue Deodorant,Variant 4,Men,Fruity,100,643,19,No,Yes,No,3.8,1882,2031-05-18,2033-05-17,India,Stick,35,6631,No,30,Local Store
Nivea,Variant 12,Women,Fruity,200,191,13,No,No,No,3.6,1087,2031-05-19,2033-05-18,India,Spray,13,8715,Yes,21,Flipkart
Nike Deodorant,Variant 22,Men,Fresh,100,654,10,Yes,Yes,No,4.1,3418,2031-05-20,2033-05-19,India,Roll-on,32,905,No,6,Nykaa
Denver Deo for Men,Variant 44,Unisex,Spicy,150,595,6,Yes,Yes,Yes,3.7,859,2031-05-21,2033-05-20,India,Stick,13,392,No,38,Flipkart
Denver Deo for Men,Variant 41,Men,Oriental,150,440,4,No,No,No,4.4,3699,2031-05-22,2033-05-21,India,Stick,13,2906,No,35,Myntra
Nike Deodorant,Variant 25,Unisex,Fruity,200,291,7,No,No,No,4.3,1260,2031-05-23,2033-05-22,India,Stick,35,9715,No,40,Myntra
Nivea,Variant 9,Women,Spicy,100,552,24,Yes,Yes,Yes,4.7,4518,2031-05-24,2033-05-23,India,Spray,26,2358,No,13,Nykaa
Fogg Deo,Variant 5,Unisex,Fresh,100,215,4,No,No,Yes,4.5,4042,2031-05-25,2033-05-24,India,Spray,31,5523,No,12,Local Store
Nike Deodorant,Variant 5,Women,Spicy,150,194,13,Yes,No,No,2.9,4629,2031-05-26,2033-05-25,India,Spray,24,5979,No,30,Nykaa
Nivea,Variant 37,Women,Fresh,250,188,5,No,No,Yes,2.7,3314,2031-05-27,2033-05-26,India,Spray,12,4494,No,42,Myntra
Nivea,Variant 11,Unisex,Floral,100,160,14,No,Yes,Yes,4.7,2493,2031-05-28,2033-05-27,India,Stick,33,9113,No,43,Myntra
Engage Deo,Variant 7,Unisex,Spicy,100,313,9,Yes,Yes,Yes,4.8,1925,2031-05-29,2033-05-28,India,Spray,28,1313,No,4,Myntra
Rexona Deodorant,Variant 27,Women,Woody,150,194,13,Yes,Yes,Yes,3.7,4049,2031-05-30,2033-05-29,India,Stick,31,5526,No,4,Amazon
Nike Deodorant,Variant 8,Women,Fruity,100,513,8,No,No,No,4.0,1591,2031-05-31,2033-05-30,India,Stick,34,1833,Yes,17,Local Store
Fogg Deo,Variant 3,Women,Fresh,200,684,15,Yes,No,Yes,3.6,634,2031-06-01,2033-05-31,India,Stick,18,1304,No,43,Amazon
Fogg Deo,Variant 1,Men,Woody,100,223,8,No,Yes,Yes,3.3,4588,2031-06-02,2033-06-01,India,Roll-on,17,1027,Yes,41,Nykaa
Envy Deo,Variant 42,Men,Spicy,250,411,6,Yes,No,Yes,3.8,978,2031-06-03,2033-06-02,India,Roll-on,23,4600,No,13,Nykaa
Envy Deo,Variant 44,Men,Fruity,100,298,19,Yes,Yes,Yes,2.5,1782,2031-06-04,2033-06-03,India,Spray,18,6431,No,28,Amazon
Rexona Deodorant,Variant 17,Men,Fresh,200,485,11,No,Yes,No,4.4,4093,2031-06-05,2033-06-04,India,Stick,15,1306,No,25,Local Store
Nivea,Variant 5,Women,Floral,200,252,18,Yes,Yes,Yes,4.4,809,2031-06-06,2033-06-05,India,Roll-on,13,3980,No,7,Flipkart
Park Avenue Deodorant,Variant 16,Unisex,Fruity,150,531,6,Yes,No,Yes,3.7,2193,2031-06-07,2033-06-06,India,Stick,33,3010,Yes,0,Amazon
Envy Deo,Variant 8,Unisex,Oriental,200,665,24,Yes,No,Yes,2.7,1039,2031-06-08,2033-06-07,India,Stick,30,129,Yes,12,Amazon
Fogg Deo,Variant 33,Women,Citrus,150,524,21,Yes,Yes,No,4.4,3887,2031-06-09,2033-06-08,India,Spray,13,3854,Yes,49,Flipkart
Fogg Deo,Variant 24,Unisex,Fresh,200,593,6,No,No,No,4.0,1766,2031-06-10,2033-06-09,India,Spray,32,3118,No,44,Myntra
Denver Deo for Men,Variant 14,Unisex,Woody,200,570,4,No,No,Yes,3.8,3862,2031-06-11,2033-06-10,India,Stick,25,944,No,35,Amazon
Rexona Deodorant,Variant 42,Unisex,Aquatic,200,324,6,No,No,No,2.6,3503,2031-06-12,2033-06-11,India,Roll-on,16,3691,Yes,44,Nykaa
Denver Deo for Men,Variant 4,Unisex,Woody,200,440,9,Yes,No,No,3.4,4185,2031-06-13,2033-06-12,India,Stick,18,7710,No,50,Amazon
Nike Deodorant,Variant 13,Unisex,Aquatic,100,402,19,No,Yes,No,4.6,3032,2031-06-14,2033-06-13,India,Roll-on,27,9115,Yes,38,Myntra
Rexona Deodorant,Variant 20,Unisex,Fresh,250,241,15,No,No,No,4.3,3571,2031-06-15,2033-06-14,India,Spray,12,6916,Yes,3,Local Store
Park Avenue Deodorant,Variant 32,Women,Oriental,150,593,23,No,No,Yes,4.7,883,2031-06-16,2033-06-15,India,Spray,35,798,Yes,23,Amazon
Park Avenue Deodorant,Variant 36,Men,Floral,250,554,6,No,No,Yes,3.5,2541,2031-06-17,2033-06-16,India,Spray,12,6173,Yes,33,Local Store
Fogg Deo,Variant 22,Men,Spicy,150,374,11,Yes,No,Yes,2.5,3608,2031-06-18,2033-06-17,India,Stick,12,914,No,24,Local Store
Engage Deo,Variant 35,Men,Floral,150,163,14,No,No,Yes,2.6,3046,2031-06-19,2033-06-18,India,Roll-on,23,2441,Yes,33,Myntra
Park Avenue Deodorant,Variant 32,Men,Fresh,200,233,13,Yes,No,Yes,4.2,4517,2031-06-20,2033-06-19,India,Stick,32,8907,No,15,Nykaa
Nike Deodorant,Variant 10,Women,Spicy,100,307,18,No,Yes,Yes,3.8,1489,2031-06-21,2033-06-20,India,Roll-on,15,2335,Yes,38,Local Store
Nike Deodorant,Variant 47,Unisex,Aquatic,100,425,14,Yes,No,Yes,2.8,157,2031-06-22,2033-06-21,India,Stick,21,7313,No,24,Local Store
Nivea,Variant 37,Unisex,Spicy,100,476,18,No,Yes,Yes,4.2,135,2031-06-23,2033-06-22,India,Spray,28,3208,No,28,Myntra
Fogg Deo,Variant 5,Women,Oriental,200,658,23,No,Yes,Yes,4.2,3599,2031-06-24,2033-06-23,India,Spray,20,1695,No,46,Nykaa
Engage Deo,Variant 45,Unisex,Fresh,100,494,13,Yes,No,Yes,4.4,2366,2031-06-25,2033-06-24,India,Roll-on,28,7629,Yes,5,Local Store
Rexona Deodorant,Variant 7,Men,Woody,200,213,23,No,Yes,No,4.5,4915,2031-06-26,2033-06-25,India,Roll-on,19,581,No,0,Nykaa
Nike Deodorant,Variant 45,Men,Spicy,250,197,7,Yes,No,Yes,4.6,2469,2031-06-27,2033-06-26,India,Roll-on,24,479,Yes,35,Local Store
Rexona Deodorant,Variant 30,Unisex,Spicy,150,592,20,Yes,Yes,Yes,3.1,3352,2031-06-28,2033-06-27,India,Roll-on,31,2797,No,1,Nykaa
Envy Deo,Variant 33,Women,Floral,250,649,5,No,Yes,No,4.4,187,2031-06-29,2033-06-28,India,Stick,24,704,Yes,6,Myntra
Engage Deo,Variant 21,Women,Floral,200,421,20,No,No,No,2.7,2694,2031-06-30,2033-06-29,India,Roll-on,30,3243,No,47,Flipkart
Rexona Deodorant,Variant 35,Men,Fruity,100,166,8,No,No,No,3.5,4764,2031-07-01,2033-06-30,India,Spray,25,2461,Yes,29,Amazon
Rexona Deodorant,Variant 39,Men,Citrus,250,427,7,No,Yes,No,2.9,3266,2031-07-02,2033-07-01,India,Spray,32,3895,Yes,11,Flipkart
Park Avenue Deodorant,Variant 20,Women,Woody,250,275,7,No,Yes,No,2.9,2615,2031-07-03,2033-07-02,India,Stick,27,286,No,11,Local Store
Park Avenue Deodorant,Variant 45,Men,Oriental,100,341,15,Yes,Yes,Yes,4.3,3330,2031-07-04,2033-07-03,India,Stick,35,584,Yes,4,Nykaa
Nivea,Variant 16,Women,Woody,200,676,10,No,No,No,3.0,4677,2031-07-05,2033-07-04,India,Spray,36,8271,No,22,Myntra
Park Avenue Deodorant,Variant 45,Unisex,Oriental,100,629,14,Yes,Yes,Yes,4.6,4536,2031-07-06,2033-07-05,India,Stick,33,9727,Yes,29,Local Store
Park Avenue Deodorant,Variant 18,Men,Woody,200,210,16,Yes,No,No,4.9,3782,2031-07-07,2033-07-06,India,Stick,16,6778,No,44,Amazon
Nivea,Variant 50,Men,Spicy,200,555,15,Yes,Yes,Yes,4.6,2475,2031-07-08,2033-07-07,India,Stick,36,1540,Yes,26,Myntra
Denver Deo for Men,Variant 22,Women,Oriental,250,466,24,Yes,No,Yes,2.6,2930,2031-07-09,2033-07-08,India,Spray,28,8360,No,21,Amazon
